symbol,category
Rassf4,signaling
Tmem72,miscellaneous and unknown
Ret,signaling
Bms1,translation and protein modification
Zfp9,transcription
Ankrd26,transcription
Cacna1c,metabolism and transport
Adipor2,receptors and binding proteins
Wnk1,proteolysis
Hsn2,EST
Cecr6,development
Atp6v1e1,metabolism and transport
Apobec1,metabolism and transport
C3ar1,immune response
RGD1563551,translation and protein modification
C1s,immune response
Emg1,development
Ptpn6,signaling
Cd4,immune response
Ptms,cell cycle
Ltbr,receptors and binding proteins
Cd9,immune response
Kcna5,metabolism and transport
Kcna6,metabolism and transport
Ccnd2,cell cycle
Tspan9,cytoskeleton
Tulp3,signaling
MGC94282,miscellaneous and unknown
Itfg2,signaling
Pzp,development
RGD1562831,cytoskeleton
LOC689757,development
LOC689770,cytoskeleton
Klrk1,transcription
Klrc3,immune response
Klrc2,transcription
Klri1,immune response
Klra17,immune response
Ly49si2,immune response
LOC100364751,immune response
Klra7,immune response
Ly49s4,receptors and binding proteins
Ly49i6,receptors and binding proteins
Klra5,receptors and binding proteins
Magohb,EST
Tas2r114,receptors and binding proteins
Prb1,EST
Dusp16,signaling
Gpr19,signaling
Hebp1,metabolism and transport
Plbd1,EST
Wbp11,receptors and binding proteins
Mgp,development
Arhgdib,signaling
Eps8,signaling
RGD1561357,cytoskeleton
Slco1a5,metabolism and transport
Recql,epigenetics
Kcnj8,metabolism and transport
Abcc9,receptors and binding proteins
LOC312831,development
Bcat1,metabolism and transport
LOC690728,miscellaneous and unknown
Tm7sf3,miscellaneous and unknown
Pthlh,hormone
Bhlhe41,transcription
Pex26,signaling
Tmem70,miscellaneous and unknown
Rpl7,translation and protein modification
Rpesp,signaling
Trpa1,development
Lactb2,metabolism and transport
Slco5a1,metabolism and transport
Arfgef1,translation and protein modification
LOC362473,translation and protein modification
Sntg1,development
RGD1564095,translation and protein modification
Vof21,development
Lyn,transcription
Ubxn2b,proteolysis
Chd7,epigenetics
MGC94199,EST
Tp53inp1,DNA repair
Ccne2,cell cycle
RGD1306507,DNA repair
Gem,signaling
Cdh17,cytoskeleton
Runx1t1,transcription
Tmem55a,miscellaneous and unknown
Calb1,receptors and binding proteins
Nbn,development
Mmp16,proteolysis
Fam82b,miscellaneous and unknown
Ttpa,metabolism and transport
Ggh,metabolism and transport
Usp45,proteolysis
Sfrs18,translation and protein modification
Gpr63,signaling
Rragd,signaling
Rngtt,translation and protein modification
Dnaja1,transcription
LOC689226,proteolysis
Galt,metabolism and transport
Dnajb5,transcription
Unc13b,development
Tesk1,development
Rgp1,Golgi apparatus
Npr2,metabolism and transport
Tmem8b,miscellaneous and unknown
Zcchc7,transcription
Polr1e,translation and protein modification
Frmpd1,signaling
Dcaf10,DNA repair
Ncbp1,transcription
Nans,metabolism and transport
Tgfbr1,growth factor
Nr4a3,transcription
RGD1308165,miscellaneous and unknown
Zfp189,transcription
Nipsnap3a,miscellaneous and unknown
Slc44a1,metabolism and transport
RGD1564809,cytoskeleton
Tmem38b,miscellaneous and unknown
Zfp462,transcription
Akap2,signaling
Musk,signaling
LOC362526,miscellaneous and unknown
Hsdl2,metabolism and transport
RGD1310951,EST
Slc31a1,metabolism and transport
Bspry,development
Orm1,immune response
Atp6v1g1,metabolism and transport
RGD1304595,EST
Trim32,miscellaneous and unknown
Tlr4,signaling
Frmd3,signaling
Kdm4c,epigenetics
Ptprd,signaling
RGD1308059,miscellaneous and unknown
Bat2d1,immune response
Sh3gl2,signaling
Rraga,signaling
Acer2,metabolism and transport
RGD1311849,miscellaneous and unknown
Ift74,miscellaneous and unknown
Tek,signaling
Nfia,transcription
Inadl,cytoskeleton
L1td1,apoptosis
Usp1,proteolysis
Efcab7,metabolism and transport
Ror1,signaling
Cachd1,miscellaneous and unknown
Ak3l1,metabolism and transport
Mier1,epigenetics
Dab1,signaling
Ppap2b,metabolism and transport
Dhcr24,metabolism and transport
Ssbp3,translation and protein modification
Hspb11,signaling
Magoh,transcription
Txndc12,electron transport
Nrd1,metabolism and transport
Ttc39a,miscellaneous and unknown
Dmrta2,transcription
Mknk1,signaling
Rad54l,DNA repair
Faah,metabolism and transport
Pik3r3,signaling
Ccdc17,transcription
Prdx1,electron transport
Ccdc163,transcription
Zswim5,transcription
Eif2b3,translation and protein modification
Slc6a9,metabolism and transport
Elovl1,metabolism and transport
LOC679583,miscellaneous and unknown
Olr855,receptors and binding proteins
Slc2a1,metabolism and transport
RGD1564921,metabolism and transport
Edn2,growth factor
Scmh1,epigenetics
Cited4,epigenetics
Hpcal4,signaling
Pabpc4,translation and protein modification
Rhbdl2,signaling
Fhl3,development
Sf3a3,translation and protein modification
Mtf1,transcription
Yrdc,development
Grik3,signaling
Oscp1,metabolism and transport
Lsm10,translation and protein modification
Stk40,signaling
Fam176b,miscellaneous and unknown
Zmym6,transcription
LOC685634,miscellaneous and unknown
Yars,translation and protein modification
Sync,cytoskeleton
Zcchc17,receptors and binding proteins
Laptm5,proteolysis
Tmem200b,miscellaneous and unknown
Arid1a,transcription
Sfn,EST
Wdtc1,development
Tmem222,miscellaneous and unknown
Xkr8,immune response
Atpif1,metabolism and transport
Ubxn11,proteolysis
Slc30a2,metabolism and transport
Stmn1,cytoskeleton
Paqr7,receptors and binding proteins
RGD1359529,miscellaneous and unknown
MGC114440,EST
Fusip1,translation and protein modification
Fuca1,metabolism and transport
Hmgcl,metabolism and transport
Id3,transcription
Zfp46,transcription
Luzp1,transcription
LOC690206,miscellaneous and unknown
Usp48,proteolysis
Ece1,translation and protein modification
RGD1307752,EST
Ddost,metabolism and transport
Pla2g2c,metabolism and transport
Pla2g2d,metabolism and transport
Pla2g2a,signaling
Akr7a2,metabolism and transport
Rcc2,epigenetics
Padi2,translation and protein modification
Atp13a2,metabolism and transport
Arhgef19,signaling
Epha2,receptors and binding proteins
LOC100360708,proteolysis
Tmem82,miscellaneous and unknown
RGD1564061,EST
RGD1565680,miscellaneous and unknown
Dhrs3,metabolism and transport
Rex2,EST
Nppa,metabolism and transport
Mthfr,metabolism and transport
Mad2l2,transcription
Srm,metabolism and transport
Dffa,apoptosis
Lzic,transcription
Clstn1,metabolism and transport
Gpr157,signaling
Slc2a5,metabolism and transport
Errfi1,signaling
Klhl21,transcription
Icmt,epigenetics
Nphp4,development
Lrrc47,development
Megf6,growth factor
Hes5,transcription
RGD1308923,EST
Mrpl20,translation and protein modification
Ccnl2,cell cycle
Fam132a,miscellaneous and unknown
Crispld1,development
Pi15,proteolysis
Ly96,immune response
Tceb1,transcription
Rdh10,metabolism and transport
Kcnb2,metabolism and transport
Ncoa2,transcription
Sulf1,metabolism and transport
RGD1564053,miscellaneous and unknown
Depdc2,miscellaneous and unknown
LOC500392,miscellaneous and unknown
Rb1cc1,transcription
Plag1,transcription
Rdhe2,metabolism and transport
Tox,immune response
Car8,metabolism and transport
Dpy19l4,development
RGD1559904,miscellaneous and unknown
Pdp1,signaling
Tmem67,receptors and binding proteins
RGD1563774,miscellaneous and unknown
Otud6b,miscellaneous and unknown
Decr1,metabolism and transport
Osgin2,development
Cpne3,development
Wwp1,proteolysis
LOC500420,miscellaneous and unknown
Coq3,epigenetics
Klhl32,transcription
RGD1309308,EST
RGD1564843,miscellaneous and unknown
Fut9,metabolism and transport
Manea,Golgi apparatus
Pm20d2,proteolysis
RGD1305158,EST
Znf292,transcription
Mobkl2b,signaling
Ddx58,apoptosis
Topors,receptors and binding proteins
Bag1,apoptosis
Nol6,transcription
RGD1306576,miscellaneous and unknown
Oprs1,receptors and binding proteins
Ccl27,growth factor
Ccl21b,growth factor
Vcp,cytoskeleton
Pigo,metabolism and transport
RGD1311249,EST
Tmsb4x,cytoskeleton
Tpm2,cytoskeleton
Gba2,metabolism and transport
Hint2,transcription
Olr839,receptors and binding proteins
Exosc3,metabolism and transport
Trim14,miscellaneous and unknown
Tex10,development
Aldob,metabolism and transport
RGD1307218,EST
Olr850,receptors and binding proteins
Abca1,receptors and binding proteins
Klf4,transcription
Ctnnal1,signaling
Ptpn3,signaling
Txn1,electron transport
Svep1,miscellaneous and unknown
LOC686050,miscellaneous and unknown
RGD1307983,miscellaneous and unknown
Obp3,immune response
Mup4,immune response
Mup5,immune response
Zfp37,transcription
LOC681426,immune response
Fkbp15,signaling
Cdc26,cell cycle
Wdr31,miscellaneous and unknown
Alad,metabolism and transport
Pole3,transcription
Ambp,immune response
RGD1561195,translation and protein modification
Dbc1,transcription
LOC100362998,translation and protein modification
LOC683597,translation and protein modification
Tle1,transcription
Mpdz,signaling
Zdhhc21,transcription
Bnc2,development
Fam154a,miscellaneous and unknown
Adfp,development
Rps6,translation and protein modification
Ifna4,immune response
LOC500492,EST
Klhl9,transcription
Cyp2j4,electron transport
Cyp2j3,electron transport
Dock7,signaling
Itgb3bp,receptors and binding proteins
Slc35d1,metabolism and transport
Prkaa2,signaling
Cpt2,metabolism and transport
Gpx7,electron transport
Zfyve9,transcription
Btf3l4,transcription
Cdkn2c,cell cycle
Lrrc41,development
Tspan1,cytoskeleton
Tmem69,miscellaneous and unknown
Nasp,transcription
Mmachc,development
Hpdl,metabolism and transport
LOC100361234,miscellaneous and unknown
Plk3,signaling
Klf17,transcription
Artn,growth factor
Kdm4a,epigenetics
Ptprf,signaling
RGD1308616,miscellaneous and unknown
Olr856,receptors and binding proteins
Olr862,receptors and binding proteins
Olr869,receptors and binding proteins
Olr865,receptors and binding proteins
Olr866,receptors and binding proteins
Olr868,receptors and binding proteins
RGD1564804,EST
Dem1,development
Zmpste24,transcription
Cap1,cytoskeleton
Mfsd2,metabolism and transport
Macf1,cytoskeleton
LOC100366213,EST
Akirin1,signaling
RGD1559610,apoptosis
Dnali1,cytoskeleton
RGD1305090,immune response
Eif2c1,translation and protein modification
Ncdn,cytoskeleton
Zmym4,transcription
RGD1561149,miscellaneous and unknown
Hdac1,epigenetics
Tmem39b,miscellaneous and unknown
Tinagl1,signaling
Serinc2,cytoskeleton
Ptpru,signaling
Gmeb1,transcription
Gpn2,metabolism and transport
Sh3bgrl3,metabolism and transport
Ldlrap1,receptors and binding proteins
Tmem57,miscellaneous and unknown
LOC689826,miscellaneous and unknown
Rcan3,miscellaneous and unknown
Nipal3,development
Pnrc2,transcription
Tceb3,transcription
Rpl11,translation and protein modification
Kdm1,metabolism and transport
Ephb2,receptors and binding proteins
C1qb,immune response
C1qc,immune response
C1qa,immune response
Epha8,receptors and binding proteins
Alpl,metabolism and transport
Pla2g5,metabolism and transport
RGD1560187,miscellaneous and unknown
Pqlc2,miscellaneous and unknown
Mrto4,translation and protein modification
Igsf21,immune response
Padi4,translation and protein modification
Necap2,metabolism and transport
Clcnkb,metabolism and transport
Fblim1,cytoskeleton
Plekhm2,signaling
Dnajc16,transcription
Efhd2,signaling
Pdpn,development
RGD1306186,EST
Tnfrsf1b,apoptosis
LOC500584,signaling
Plod1,metabolism and transport
Agtrap,receptors and binding proteins
Fbxo6,transcription
Ptchd2,transcription
Ubiad1,metabolism and transport
LOC366502,EST
Kif1b,cytoskeleton
Ube4b,proteolysis
Nmnat1,metabolism and transport
Pik3cd,signaling
LOC691431,metabolism and transport
Spsb1,proteolysis
Park7,development
Per3,development
Camta1,transcription
LOC362665,miscellaneous and unknown
RGD1564257,miscellaneous and unknown
RGD1308251,EST
Prkcz,signaling
Atad3a,metabolism and transport
Tmem88b,miscellaneous and unknown
Pusl1,metabolism and transport
B3galt6,metabolism and transport
Agrn,signaling
Isg15,signaling
RGD1310271,miscellaneous and unknown
Nbl1,transcription
Crim1,development
RGD1562284,metabolism and transport
Fam82a,miscellaneous and unknown
Cyp1b1,electron transport
Galm,metabolism and transport
Gemin6,translation and protein modification
RGD1560224,EST
Tmem178,miscellaneous and unknown
Eml4,cytoskeleton
Plekhh2,signaling
Epcam,transcription
Sblf,metabolism and transport
Gtf2a1l,transcription
Memo1,signaling
Xdh,metabolism and transport
Znf513,transcription
Gtf3c2,transcription
Slc30a3,metabolism and transport
Preb,transcription
LOC100188932,metabolism and transport
RGD1311648,miscellaneous and unknown
Pum2,translation and protein modification
Sdc1,cytoskeleton
Wdr35l,miscellaneous and unknown
Osr1,development
Fam49a,miscellaneous and unknown
Rock2,signaling
Nol10,transcription
Hpcal1,signaling
Asap2,development
Iah1,metabolism and transport
Taf1b,epigenetics
Mboat2,metabolism and transport
Cmpk2,metabolism and transport
Adi1,metabolism and transport
LOC314016,miscellaneous and unknown
Fam110c,miscellaneous and unknown
RGD1560812,miscellaneous and unknown
Atxn7l1,development
Efcab10,receptors and binding proteins
Twist1,transcription
Sostdc1,cytoskeleton
Tmem195,miscellaneous and unknown
Etv1,transcription
Nrcam,cytoskeleton
Foxg1,transcription
G2e3,cell cycle
Scfd1,receptors and binding proteins
Npas3,transcription
Srp54a,signaling
RGD1305089,miscellaneous and unknown
Psma6,proteolysis
LOC314140,metabolism and transport
LOC687620,development
Ttc6,miscellaneous and unknown
Pnn,translation and protein modification
Ctage5,immune response
RGD1307897,EST
Arf6,translation and protein modification
Atp5s,electron transport
Frmd6,signaling
Actr10,cytoskeleton
Dact1,signaling
Mnat1,signaling
Hif1a,transcription
Rhoj,signaling
RGD1309051,EST
Plekhg3,signaling
Fntb,metabolism and transport
Fut8,metabolism and transport
Gphn,receptors and binding proteins
Mpp5,transcription
Arg2,metabolism and transport
Sfrs5,translation and protein modification
Smoc1,receptors and binding proteins
Ttc9,miscellaneous and unknown
Sipa1l1,signaling
Rgs6,signaling
Psen1,signaling
Papln,cytoskeleton
Acot1,metabolism and transport
Ptgr2,transcription
RGD1563216,transcription
RGD1310899,translation and protein modification
Eif2b2,translation and protein modification
Fam164c,miscellaneous and unknown
Tmed10,metabolism and transport
Fos,transcription
RGD1309492,miscellaneous and unknown
Nrxn3,receptors and binding proteins
Flrt2,cytoskeleton
Spata7,development
Tdp1,DNA repair
Kcnk13,metabolism and transport
Cpsf2,translation and protein modification
Slc24a4,metabolism and transport
Golga5,Golgi apparatus
Ifi27,signaling
Serpina5,EST
Ak7,signaling
Ccnk,cell cycle
Hhipl1,receptors and binding proteins
Dlk1,growth factor
RGD1566401,epigenetics
Mir341,EST
Dync1h1,cytoskeleton
Znf839,transcription
Tecpr2,miscellaneous and unknown
Traf3,apoptosis
RGD1308350,miscellaneous and unknown
Siva1,immune response
LOC500726,receptors and binding proteins
Mta1,transcription
Crip2,miscellaneous and unknown
LOC690422,miscellaneous and unknown
IgG-2a,immune response
RGD1564392,immune response
Nucks1,signaling
Zfp386,transcription
Ptprn2,signaling
Rapgef5,development
RGD1562420,miscellaneous and unknown
Tmem196,miscellaneous and unknown
Fez2,development
Strn,receptors and binding proteins
Heatr5b,receptors and binding proteins
Cebpz,transcription
Prkd3,signaling
Cdc42ep3,signaling
Sfrs7,translation and protein modification
Cdkl4,cell cycle
Map4k3,signaling
Slc8a1,metabolism and transport
Cox7a2l,electron transport
Kcng3,metabolism and transport
Lrpprc,development
Mcfd2,immune response
Lhcgr,receptors and binding proteins
Fshr,receptors and binding proteins
Rasgrp3,signaling
Ltbp1,metabolism and transport
Birc6,miscellaneous and unknown
Slc30a6,metabolism and transport
Ehd3,signaling
LOC683626,development
Abhd1,metabolism and transport
Emilin1,cytoskeleton
Mapre3,cytoskeleton
Seli,signaling
Hadhb,metabolism and transport
Klhl29,transcription
Rhob,signaling
Trib2,signaling
Lpin1,development
RGD1564091,EST
Pqlc3,miscellaneous and unknown
Kcnf1,metabolism and transport
Itgb1bp1,receptors and binding proteins
Adam17,proteolysis
Id2,epigenetics
Rsad2,development
Sox11,transcription
Pxdn,metabolism and transport
Acp1,metabolism and transport
Slc26a4,metabolism and transport
Gpr22,signaling
Prkar2b,signaling
Ahr,transcription
Tspan13,cytoskeleton
Arl4a,translation and protein modification
Scin,cytoskeleton
Dnajb9,transcription
Stxbp6,receptors and binding proteins
Egln3,development
MGC112883,EST
Snx6,signaling
Ppp2r3c,signaling
Garnl1,signaling
Clec14a,cytoskeleton
Timm17a,metabolism and transport
Fkbp3,signaling
LOC689296,EST
Rpl36al,translation and protein modification
Cdkl1,cell cycle
Sav1,development
Pygl,metabolism and transport
Trim9,miscellaneous and unknown
Rtn1,metabolism and transport
RGD1565002,metabolism and transport
Six6os1,epigenetics
LOC688981,translation and protein modification
Tmem30b,miscellaneous and unknown
Kcnh5,metabolism and transport
Gphb5,hormone
Sgpp1,metabolism and transport
Esr2,receptors and binding proteins
RGD1562381,translation and protein modification
Rab15,signaling
Tmem229b,miscellaneous and unknown
Zfyve26,transcription
Adam4l1,proteolysis
Synj2bp,receptors and binding proteins
Dpf3,transcription
Entpd5,signaling
Aldh6a1,metabolism and transport
Ltbp2,receptors and binding proteins
RGD1307597,miscellaneous and unknown
Pgf,growth factor
RGD1310769,miscellaneous and unknown
Tgfb3,growth factor
Pqcp,metabolism and transport
Zdhhc22,transcription
Snw1,transcription
Porf1,development
Dio2,metabolism and transport
LOC500700,EST
Gtf2a1,transcription
Ston2,metabolism and transport
Eml5,cytoskeleton
Gpr68,signaling
Smek1,signaling
Tc2n,miscellaneous and unknown
Trip11,receptors and binding proteins
Atxn3,development
Lgmn,cytoskeleton
Moap1,apoptosis
LOC100233176,miscellaneous and unknown
Asb2,transcription
Serpina9,proteolysis
Serpina3k,proteolysis
Clmn,development
RGD1304563,EST
Tcl1a,signaling
RGD1304878,miscellaneous and unknown
Ccdc85c,miscellaneous and unknown
Slc25a29,metabolism and transport
Wars,translation and protein modification
Hsp90aa1,signaling
Cinp,cell cycle
RGD1310269,EST
RGD1309696,miscellaneous and unknown
Jag2,growth factor
Nudt14,transcription
RGD1564284,immune response
Ighg,immune response
Igha,immune response
Igh-6,immune response
LOC366768,miscellaneous and unknown
Wdr60,miscellaneous and unknown
Dnah11,cytoskeleton
Itgb8,signaling
Pdia6,metabolism and transport
Mtm1,cytoskeleton
Alkbh8,epigenetics
Baz2a,transcription
Gls2,metabolism and transport
Stat2,transcription
Ankrd52,transcription
Silv,development
Sarnp,transcription
Itga7,signaling
Olr907,receptors and binding proteins
Olr932,receptors and binding proteins
Olr964,receptors and binding proteins
Olr995,receptors and binding proteins
Olr905,receptors and binding proteins
Olr1014,receptors and binding proteins
Olr1063,receptors and binding proteins
Zfp709l1,transcription
Zfp347,transcription
Gna15,signaling
Ncln,signaling
Hmg20b,cell cycle
Mrpl54,translation and protein modification
Pias4,transcription
Timm13,metabolism and transport
Lsm7,translation and protein modification
Ap3d1,translation and protein modification
Mobkl2a,signaling
Mknk2,signaling
Fam108a1,miscellaneous and unknown
Atp8b3,metabolism and transport
Mbd3,epigenetics
Rkhd1,proteolysis
RGD1359127,EST
Mbrl,signaling
RGD1307067,miscellaneous and unknown
Med16,transcription
Mier2,development
Ppap2c,metabolism and transport
Olr1084,receptors and binding proteins
Zfp472,transcription
Vom1r106,receptors and binding proteins
Kank3,transcription
Cd320,immune response
LOC300308,miscellaneous and unknown
RGD1564742,miscellaneous and unknown
Syn3,development
Cry1,DNA repair
Ckap4,cytoskeleton
Nuak1,signaling
Appl2,signaling
Aldh1l2,metabolism and transport
Slc41a2,metabolism and transport
LOC691921,miscellaneous and unknown
Nt5dc3,metabolism and transport
Igf1,growth factor
Pmch,development
Nup37,metabolism and transport
Ccdc53,transcription
Slc5a8,metabolism and transport
Anks1b,transcription
Nr2c1,transcription
Ndufa12,metabolism and transport
Btg1,transcription
Dcn,cytoskeleton
Atp2b1,metabolism and transport
Dusp6,signaling
Kitlg,growth factor
Cep290,miscellaneous and unknown
Rassf9,signaling
Slc6a15,metabolism and transport
Ccdc59,transcription
Lin7a,metabolism and transport
Ppp1r12a,signaling
Pawr,apoptosis
Osbpl8,receptors and binding proteins
Bbs10,development
Phlda1,signaling
Kcnc2,metabolism and transport
Zfc3h1,cytoskeleton
Tspan8,cytoskeleton
LOC362855,miscellaneous and unknown
Lrrc10,development
Cpm,proteolysis
Tmbim4,apoptosis
RGD1561871,translation and protein modification
Fam19a2,growth factor
Os9,transcription
Ddit3,cell cycle
R3hdm2,miscellaneous and unknown
Zbtb39,transcription
Pgcp,metabolism and transport
RGD1562404,translation and protein modification
Laptm4b,proteolysis
Matn2,cytoskeleton
Osr2,development
Odf1,cytoskeleton
Baalc,development
Fzd6,receptors and binding proteins
Cthrc1,cytoskeleton
Zfpm2,transcription
Oxr1,miscellaneous and unknown
Ttc35,miscellaneous and unknown
Pkhd1l1,development
Utp23,miscellaneous and unknown
Aard,development
Med30,transcription
Colec10,metabolism and transport
Mal2,immune response
Nov,development
Depdc6,miscellaneous and unknown
Col14a1,cytoskeleton
Zhx2,transcription
Fam91a1,miscellaneous and unknown
Trmt12,translation and protein modification
Rnf139,proteolysis
Mtss1,cytoskeleton
Sqle,metabolism and transport
Nsmce2,miscellaneous and unknown
Trib1,signaling
RGD1564515,cytoskeleton
Efr3a,development
Phf20l1,epigenetics
Wisp1,signaling
Chrac1,epigenetics
Dennd3,signaling
Bai1,development
RGD1359378,development
Ly6e,immune response
Gsdmd,apoptosis
Grina,receptors and binding proteins
Exosc4,metabolism and transport
LOC100125385,miscellaneous and unknown
Scx,transcription
Mfsd3,metabolism and transport
RGD1309808,metabolism and transport
Ncf4,development
Csf2rb,growth factor
Mpst,metabolism and transport
Cdc42ep1,signaling
H1f0,epigenetics
RGD1305939,EST
Ddx17,transcription
Cby1,development
Gtpbp1,signaling
Syngr1,development
Map3k7ip1,signaling
Tnrc6b,apoptosis
Sgsm3,signaling
Rbx1,proteolysis
L3mbtl2,epigenetics
Zc3h7b,transcription
Tef,transcription
Srebf2,transcription
Pacsin2,signaling
Tspo,metabolism and transport
Parvb,cytoskeleton
Arhgap8,signaling
Fbln1,cytoskeleton
Mirlet7b,micro RNA
Ppara,transcription
Ttc38,miscellaneous and unknown
Zbed4,transcription
Creld2,growth factor
Pim3,epigenetics
Trabd,translation and protein modification
Mapk8ip2,signaling
Shank3,signaling
Irak4,signaling
Tmem117,miscellaneous and unknown
Ano6,signaling
MGC114464,EST
Cacnb3,signaling
Tuba1c,cytoskeleton
Prph,cytoskeleton
Tmbim6,apoptosis
Aqp6,metabolism and transport
Aqp2,metabolism and transport
Smarcd1,transcription
LOC681219,miscellaneous and unknown
Dip2b,development
Slc4a8,metabolism and transport
Acvr1b,signaling
Nr4a1,transcription
Krt7,cytoskeleton
RGD1305207,EST
Igfbp6,receptors and binding proteins
Mfsd5,miscellaneous and unknown
Pfdn5,translation and protein modification
Myg1,transcription
Amhr2,receptors and binding proteins
Prr13,transcription
Tbca,cytoskeleton
Hoxc10,transcription
Mir196a,miscellaneous and unknown
Hoxc5,development
Copz1,cytoskeleton
Pde1b,signaling
LOC685173,metabolism and transport
Hsd17b6,metabolism and transport
Rbms2,translation and protein modification
Spryd4,miscellaneous and unknown
LOC684563,transcription
Esyt1,metabolism and transport
Erbb3,transcription
Rps26,translation and protein modification
RGD1562342,EST
Ormdl2,translation and protein modification
Bloc1s1,metabolism and transport
Olr881,receptors and binding proteins
Olr917,receptors and binding proteins
Olr922,receptors and binding proteins
RGD1559940,proteolysis
Olr1051,receptors and binding proteins
Olr1059,receptors and binding proteins
Olr1060,receptors and binding proteins
Olr1071,receptors and binding proteins
LOC100125368,transcription
RGD1307722,miscellaneous and unknown
Apba3,receptors and binding proteins
Dapk3,apoptosis
Eef2,translation and protein modification
Gadd45b,DNA repair
Sppl2b,proteolysis
Amh,growth factor
Sf3a2,translation and protein modification
Dot1l,epigenetics
Scamp4,metabolism and transport
Reep6,receptors and binding proteins
Rps15,translation and protein modification
Mum1,transcription
Cirbp,transcription
Midn,development
Abca7,receptors and binding proteins
Wdr18,translation and protein modification
Cfd,immune response
Fgf22,growth factor
Hcn2,metabolism and transport
LOC691093,development
Giot1,development
Notch3,receptors and binding proteins
Akap8l,epigenetics
LOC100364912,EST
Zfp709l2,transcription
Cyp4f6,metabolism and transport
Znf124,transcription
Olr1093,receptors and binding proteins
Pef1,signaling
RGD1560291,miscellaneous and unknown
Hnrpm,translation and protein modification
March2,transcription
Rab11b,signaling
Vom2r56,receptors and binding proteins
Timp3,proteolysis
Polr3b,transcription
RGD1309995,miscellaneous and unknown
RGD1563365,EST
Chst11,metabolism and transport
Eid3,transcription
Ascl1,transcription
Rps2-ps5,translation and protein modification
Actr6,cytoskeleton
Apaf1,apoptosis
Tmpo,immune response
Mir135a,micro RNA
Elk3,transcription
Snrpf,translation and protein modification
RGD1562547,translation and protein modification
Socs2,growth factor
Mrpl42,translation and protein modification
Nudt4,transcription
Tmtc3,miscellaneous and unknown
RGD1307947,EST
Tmtc2,miscellaneous and unknown
RGD1307051,miscellaneous and unknown
Syt1,metabolism and transport
Nav3,development
Zdhhc17,transcription
Trhde,signaling
Tbc1d15,signaling
Rab21,signaling
Lgr5,signaling
Lyz2,metabolism and transport
Cpsf6,translation and protein modification
Mdm2,translation and protein modification
Rassf3,signaling
Xpot,metabolism and transport
Srgap1,signaling
Mon2,proteolysis
Usp15,proteolysis
Slc16a7,metabolism and transport
Gli1,transcription
Shmt2,metabolism and transport
Lrp1,receptors and binding proteins
Nab2,receptors and binding proteins
Hrsp12,signaling
Nipal2,development
Stk3,signaling
Pabpc1,translation and protein modification
Rrm2b,development
Klf10,transcription
Azin1,metabolism and transport
Slc25a32,metabolism and transport
Lrp12,metabolism and transport
Angpt1,growth factor
Eif3e,translation and protein modification
Tmem74,signaling
Rpl5,translation and protein modification
Kcnv1,metabolism and transport
Trps1,development
Eif3h,translation and protein modification
Samd12,miscellaneous and unknown
Tnfrsf11b,apoptosis
Enpp2,signaling
Sntb1,development
Atad2,metabolism and transport
Fbxo32,transcription
Ndufb9,metabolism and transport
Fam84b,transcription
Pmm1,metabolism and transport
Asap1,development
Adcy8,signaling
Lrrc6,development
Sla,signaling
Ndrg1,transcription
St3gal1,Golgi apparatus
Zfat,transcription
Eif2c2,translation and protein modification
RGD1564268,translation and protein modification
Slc45a4,metabolism and transport
RGD1559695,miscellaneous and unknown
Arc,signaling
RGD1308195,immune response
Lynx1,signaling
Ly6c,immune response
LOC300024,immune response
Ly6b,immune response
Top1mt,transcription
Tsta3,immune response
Scrib,development
Puf60,translation and protein modification
Nrbp2,transcription
Plec,cytoskeleton
Oplah,metabolism and transport
Sharpin,apoptosis
Bop1,cell cycle
Fbxl6,transcription
MGC94207,EST
Porf-2,development
Apol9a,metabolism and transport
Rabl4,signaling
Pvalb,receptors and binding proteins
Tst,metabolism and transport
C1qtnf6,growth factor
Rac2,signaling
Mfng,Golgi apparatus
Lgals2,cytoskeleton
Pla2g6,metabolism and transport
Tmem184b,miscellaneous and unknown
Kdelr3,receptors and binding proteins
Rpl3,translation and protein modification
Tob2,transcription
Phf5a,epigenetics
Naga,metabolism and transport
Ndufa6,metabolism and transport
Cyp2d4,electron transport
Cyp2d5,electron transport
Rrp7a,translation and protein modification
A4galt,metabolism and transport
Ttll12,cytoskeleton
Scube1,signaling
RGD1566029,miscellaneous and unknown
Wnt7b,growth factor
RGD1306001,miscellaneous and unknown
Cerk,signaling
LOC494529,proteolysis
Brd1,epigenetics
Alg12,metabolism and transport
Mlc1,development
Mapk12,signaling
Mapk11,signaling
Plxnb2,receptors and binding proteins
Fam116b,miscellaneous and unknown
Lmf2,translation and protein modification
Prickle1,development
Twf1,cytoskeleton
Nell2,development
Slc38a2,metabolism and transport
Slc38a4,metabolism and transport
RGD1565798,transcription
Rapgef3,development
Olr1104,receptors and binding proteins
RGD1303127,miscellaneous and unknown
Adcy6,metabolism and transport
Arf3,translation and protein modification
LOC100362634,transcription
Dhh,signaling
Lmbr1l,development
Tuba1a,cytoskeleton
Mcrs1,transcription
Faim2,apoptosis
Fignl2,development
Krt83,cytoskeleton
Kb23,cytoskeleton
Spryd3,miscellaneous and unknown
Rarg,receptors and binding proteins
Itga5,signaling
Gtsf1,development
Ppp1r1a,signaling
Mettl7a,epigenetics
